config,n_top,window_i,n_trades,actual_roi,actual_mdd,actual_calmar,actual_ulcer,roi_rank_broken,mdd_rank,calmar_rank,ulcer_rank
crypto,15,19,231,60.36108971355132,328.5864561092817,1.8369926267891077,144.71215035226075,3.9000000000000004,99.7,99.7,99.4
crypto,15,20,264,6.235543123831448,1482.2991512504636,0.04206669833529325,649.0249237864693,79.5,1.8,1.8,8.4
crypto,15,21,265,-293.9175955458158,3464.3530216888435,-0.8484054416675277,2334.575504978797,42.6,5.4,94.60000000000001,1.2000000000000002
crypto,15,22,270,32.257984825065954,1598.3688856755998,0.20181814795169217,852.0904236390088,83.10000000000001,8.5,8.5,6.5
crypto,15,23,250,-248.82289363388165,2569.3794366260395,-0.9684163035126548,1057.6721681284862,1.6,83.7,16.3,99.5
crypto,15,24,283,-150.80107319980132,1582.1546197944087,-0.953137394494332,800.6765251489207,23.5,93.5,6.5,89.80000000000001
crypto,15,25,304,5.914438957357538,981.2142504414435,0.06027673318744261,405.31440866906473,19.1,30.3,30.3,50.6
crypto,15,26,307,-315.08561103554155,3311.706459418754,-0.9514297685998505,2264.66363232785,0.6000000000000001,46.400000000000006,53.6,5.7
crypto,15,27,310,-45.98242424419083,920.1093158415819,-0.4997495781480357,375.01341997431444,2.0,80.30000000000001,19.700000000000003,93.10000000000001
crypto,15,28,277,-240.72431077129676,2437.0631291546306,-0.9877639519941335,1206.8993161517374,3.6,85.80000000000001,14.200000000000001,93.2
crypto,15,29,286,-202.28466391484855,2349.0530810091527,-0.8611327924013837,1310.805844445752,0.9,21.0,79.0,41.400000000000006
crypto,15,30,279,-91.46728043486397,1259.4648464674187,-0.7262392490859422,776.0948809059856,0.5,49.6,50.400000000000006,31.0
crypto,20,1,417,-403.2689319862972,4776.721765895594,-0.8442378512927428,3180.852111672225,6.800000000000001,6.9,93.10000000000001,2.3000000000000003
crypto,20,2,348,-10.634337156336471,1288.9295579581362,-0.08250518494728996,600.4455246005151,48.800000000000004,42.0,58.0,49.300000000000004
crypto,20,3,438,-72.37510553713939,2221.8730373641047,-0.32573915934909053,844.9902929180366,25.6,11.9,88.10000000000001,57.2
crypto,20,4,330,341.1996437133801,721.0657118802038,4.731880022747029,212.71472839274162,34.2,37.800000000000004,37.800000000000004,54.2
crypto,20,5,302,133.3947688832386,895.5803597271257,1.4894784977629774,290.26157637240055,42.0,47.400000000000006,47.400000000000006,74.60000000000001
crypto,20,6,333,107.3548541425916,1050.7379442584756,1.0217091209964233,414.8483120396437,18.900000000000002,43.0,43.0,48.300000000000004
crypto,20,7,372,38.63547578834406,1292.703918219088,0.29887335563715756,593.0939492398037,9.4,44.1,44.1,43.900000000000006
crypto,20,8,341,-175.15419315982703,2274.0797745668815,-0.7702200913034666,1194.3862167535685,89.80000000000001,20.700000000000003,79.30000000000001,46.400000000000006
crypto,20,9,354,-276.68847361937884,3229.0552704287306,-0.8568712841593514,1989.9785589591422,22.0,19.1,80.9,13.600000000000001
crypto,20,10,453,162.014325966753,845.1480217512408,1.9169934945956717,348.33428740813446,36.9,46.400000000000006,46.400000000000006,41.2
crypto,20,11,312,36.82864517230855,1136.7559657771553,0.3239802233818078,514.0078950400058,30.200000000000003,15.9,15.9,20.400000000000002
crypto,20,12,325,-177.4393635237075,2061.110425082463,-0.8608920772238992,963.5463110470515,88.80000000000001,57.5,42.5,87.0
crypto,20,13,318,-205.51699772871098,2332.244648433987,-0.8811982819499994,1558.742978003496,0.9,56.2,43.800000000000004,19.400000000000002
crypto,20,14,335,-244.7827765898251,3004.651775811356,-0.8146793533960374,1406.695529459902,42.0,11.5,88.5,73.8
crypto,20,15,415,-35.96847410003219,1621.278497280709,-0.2218525328027254,967.9405227097299,80.4,12.100000000000001,87.9,6.5
crypto,20,16,307,25.8315623112092,1196.7014113026742,0.21585637041315217,646.3292878811859,53.800000000000004,12.4,12.4,6.800000000000001
crypto,20,17,389,-93.13292885057929,1378.2214134618384,-0.6757472198653953,501.73816932118484,43.1,75.2,24.8,98.60000000000001
crypto,20,18,321,-158.6073618319774,1856.969423905391,-0.8541194043917556,838.9740403100398,0.7000000000000001,67.0,33.0,90.10000000000001
crypto,20,19,316,-18.63971963762627,1364.130097506361,-0.1366418032392937,480.0424658748642,77.10000000000001,19.6,80.4,64.3
crypto,20,20,353,82.65941287645533,1482.2991512504636,0.5576432584928896,570.3528928712357,63.400000000000006,1.9000000000000001,1.9000000000000001,6.9
crypto,20,21,364,-354.8236576858284,3566.636580608289,-0.9948410769266358,2547.3480264906643,55.400000000000006,87.60000000000001,12.4,9.200000000000001
crypto,20,22,350,-39.55461979894513,1598.3688856755998,-0.2474686547856952,788.4899464697605,19.3,33.0,67.0,39.300000000000004
crypto,20,23,321,-252.6468148248859,2889.1172323523615,-0.8744775462751893,1540.0376568045895,11.5,47.800000000000004,52.2,66.0
crypto,20,24,387,-210.740122966745,2741.1761090725336,-0.7687945413986849,1315.7019172531811,24.3,20.1,79.9,63.800000000000004
crypto,20,25,403,40.960897759650216,1074.4417439916442,0.38122958260609763,561.9324449565951,76.80000000000001,25.6,25.6,13.5
crypto,20,26,403,-468.1235449345326,4925.214761862207,-0.9504632134204373,2806.8701982387433,25.3,24.8,75.2,46.6
crypto,20,27,423,-25.24656081634945,1096.4487295905917,-0.23025755910881837,542.1712341801496,28.200000000000003,58.1,41.900000000000006,56.300000000000004
crypto,20,28,397,-256.4382828236191,2638.858903905105,-0.9717771664264804,1651.2098555847178,0.2,85.4,14.600000000000001,44.900000000000006
crypto,20,29,374,-188.9644278358147,2664.0420304675076,-0.7093147393123287,1597.552316016487,49.7,3.8000000000000003,96.2,5.6000000000000005
crypto,20,30,356,-65.5622920881799,1259.4648464674187,-0.5205567449704595,775.379399916705,9.1,46.0,54.0,27.5
forex,10,1,207,-1.672190964964694,16.971519627395082,-0.9852924202883266,8.620021283368558,0.1,83.7,16.3,86.2
forex,10,2,190,-0.2524701259052753,5.3816302884062,-0.4691331666710344,3.5699345166999588,77.5,51.7,48.300000000000004,22.900000000000002
forex,10,3,255,-1.047065177466723,11.341851748938325,-0.923187148487226,6.528635430412125,16.7,76.5,23.5,60.5
forex,10,4,216,-1.0458079690518542,11.55625965484694,-0.9049709856711468,6.909984592411452,3.5,58.5,41.5,45.300000000000004
forex,10,5,147,-0.5669112140566311,7.016772175889173,-0.8079373248067464,3.3859295981916717,35.6,58.0,42.0,77.9
forex,10,6,229,-1.2479768937381615,13.79709903377011,-0.904521226298067,9.825864647383833,69.60000000000001,46.300000000000004,53.7,8.200000000000001
forex,10,7,279,-0.9969602590772891,10.940962938802045,-0.9112180204372842,7.078900322503926,62.800000000000004,77.4,22.6,42.0
forex,10,8,185,-0.30490477106083536,6.357668213372335,-0.4795858494463695,3.2183108022581797,38.2,40.2,59.800000000000004,49.7
forex,10,9,261,-0.7921430083315615,8.240237119262247,-0.96131093907463,4.2831002829112785,3.9000000000000004,96.10000000000001,3.9000000000000004,88.80000000000001
forex,10,10,233,-2.0607791277046497,21.6063612541534,-0.9537835193366979,13.166019539041002,14.100000000000001,38.2,61.800000000000004,30.1
forex,10,11,167,0.06807892308700783,3.6261706285364426,0.1877432974368477,1.7006809390697124,37.6,47.0,47.0,44.5
forex,10,12,233,0.0761377615234748,6.9391827165283075,0.1097215113562635,3.2001331504641697,14.8,6.2,6.2,11.200000000000001
forex,10,13,201,-0.5931962225423313,7.4804023586431185,-0.7930004217713392,3.5403825116229184,52.7,74.3,25.700000000000003,85.4
forex,10,14,272,-1.6748694585753214,17.572394568231516,-0.9531253421791793,8.244078345522857,0.0,64.3,35.7,91.9
forex,10,15,208,-0.3357041651264325,6.5736145534892785,-0.5106842854791973,3.422123136574109,16.400000000000002,31.200000000000003,68.8,42.7
forex,15,1,315,-2.1060950388093667,21.38543034967813,-0.9848270548556276,13.314954910249103,0.0,82.4,17.6,30.200000000000003
forex,15,2,271,-0.15852311580205786,5.3816302884062,-0.29456337077552264,3.6176837503667523,43.5,57.300000000000004,42.7,21.200000000000003
forex,15,3,373,-2.2643489686000855,23.841929696776788,-0.9497339340389905,11.541283346973383,13.3,44.0,56.0,91.5
forex,15,4,338,-1.6198940417758347,16.623290441628797,-0.9744725615328376,10.007116517253989,19.700000000000003,86.7,13.3,52.6
forex,15,5,199,-1.6345871150532048,17.61853120315743,-0.9277658257688751,6.712641801663675,0.30000000000000004,27.400000000000002,72.60000000000001,99.4
